pdv_id,mes,categoria_id,valor
0,2021-07,57,600.39
0,2021-07,138,985.85
0,2021-07,69,871.25
0,2021-07,143,1162.62
0,2021-08,138,3888.72
0,2021-08,57,1183.37
0,2021-08,128,1644.94
0,2021-08,143,1330.19
0,2021-09,140,303.59
0,2021-09,130,2776.86
0,2021-09,138,2094.28
0,2021-09,69,631.39
0,2021-09,57,672.07
0,2021-09,128,1057.88
0,2021-10,139,374.38
0,2021-10,128,147.83
0,2021-10,143,657.70
0,2021-10,138,1201.81
0,2021-10,57,735.84
0,2021-10,130,944.48
0,2021-10,140,0.00
0,2021-11,69,386.74
0,2021-11,140,1218.13
0,2021-11,128,2586.18
0,2021-11,138,852.36
0,2021-11,57,1486.57
0,2021-11,143,373.56
0,2021-12,69,114.92
0,2021-12,138,108.26
0,2021-12,128,1194.84
0,2021-12,143,1122.87
0,2021-12,130,1262.17
0,2021-12,140,156.23
0,2021-12,139,1964.16
0,2022-01,138,130.18
0,2022-01,57,1340.64
0,2022-01,130,724.84
0,2022-01,69,252.58
0,2022-03,138,1433.40
0,2022-03,143,1277.93
0,2022-03,140,556.80
0,2022-03,57,705.93
0,2022-03,69,382.99
0,2022-04,140,249.68
0,2022-04,138,1538.18
0,2022-04,143,228.39
0,2022-04,69,471.89
0,2022-04,128,166.22
0,2022-04,139,199.60
0,2022-04,57,1251.15
0,2022-05,140,654.01
0,2022-05,128,968.87
0,2022-05,139,684.20
0,2022-05,138,764.94
0,2022-06,139,119.55
0,2022-06,57,430.65
0,2022-06,138,179.93
0,2022-06,128,1225.90
0,2022-06,143,331.16
0,2022-07,130,1331.01
0,2022-07,69,2022.27
0,2022-07,140,126.03
0,2022-07,139,395.64
0,2022-07,138,53.30
0,2022-07,143,228.80
0,2022-07,57,789.94
0,2022-08,143,1084.60
0,2022-08,128,647.17
0,2022-08,57,1630.82
0,2022-08,130,405.47
0,2022-09,69,29.78
0,2022-09,130,3693.95
0,2022-09,140,299.44
0,2022-09,57,349.00
0,2022-10,128,836.93
0,2022-10,139,1385.08
0,2022-10,57,1056.61
0,2022-10,143,2625.83
0,2022-10,138,796.63
0,2022-11,139,1346.74
0,2022-11,143,185.14
0,2022-11,138,829.65
0,2022-11,140,432.96
0,2022-11,128,1195.48
0,2022-11,57,747.58
0,2022-12,138,463.56
0,2022-12,57,1366.41
0,2022-12,139,594.57
0,2022-12,69,453.85
0,2022-12,143,588.70
0,2023-01,138,360.73
0,2023-01,69,1170.50
0,2023-01,139,616.52
0,2023-01,128,388.49
0,2023-01,130,288.56
0,2023-01,57,1096.23
0,2023-01,140,362.45
0,2023-02,140,410.70
0,2023-02,128,334.09
0,2023-02,143,918.04
0,2023-02,138,920.55
0,2023-03,138,88.45
0,2023-03,130,156.47
0,2023-03,69,799.87
0,2023-03,140,236.94
0,2023-03,57,156.75
0,2023-03,143,492.08
0,2023-04,138,705.71
0,2023-04,128,479.80
0,2023-04,139,402.47
0,2023-04,130,675.90
0,2023-04,57,433.56
0,2023-04,69,634.21
0,2023-05,138,1206.25
0,2023-05,143,162.62
0,2023-05,69,696.60
0,2023-05,130,473.99
0,2023-05,57,994.68
0,2023-06,138,437.12
0,2023-06,57,225.12
0,2023-06,139,1003.80
0,2023-06,69,1255.30
0,2023-07,138,1183.67
0,2023-07,143,305.51
0,2023-07,69,151.73
0,2023-07,57,470.89
0,2023-08,128,96.13
0,2023-08,69,775.02
0,2023-08,140,575.40
0,2023-08,138,339.83
0,2023-08,139,228.25
0,2023-08,57,127.34
0,2023-09,138,663.03
0,2023-09,140,185.20
0,2023-09,128,162.05
0,2023-09,139,363.51
0,2023-09,57,133.29
0,2023-09,69,871.78
0,2023-10,138,827.29
0,2023-10,128,397.06
0,2023-10,140,262.84
0,2023-10,130,318.35
0,2023-11,57,893.05
0,2023-11,128,59.29
0,2023-11,140,599.03
0,2023-11,69,674.45
0,2023-11,139,481.29
0,2023-11,138,146.76
0,2023-11,130,153.65
0,2023-12,138,1714.49
0,2023-12,143,1145.80
0,2023-12,128,32.80
0,2023-12,69,348.66
0,2024-01,143,399.76
0,2024-01,57,248.48
0,2024-01,138,209.15
0,2024-01,139,418.35
0,2024-01,130,158.44
0,2024-02,138,656.07
0,2024-02,128,668.51
0,2024-02,139,1205.73
0,2024-02,130,450.46
0,2024-03,69,622.15
0,2024-03,138,74.78
0,2024-03,128,173.48
0,2024-03,143,6.53
0,2024-03,140,203.39
0,2024-03,57,68.34
0,2024-03,139,430.33
0,2024-04,138,441.12
0,2024-04,143,289.18
0,2024-04,130,7.41
0,2024-04,128,477.04
0,2024-04,69,1103.08
0,2024-05,128,117.41
0,2024-05,130,84.98
0,2024-05,139,239.94
0,2024-05,143,420.31
0,2024-05,57,543.32
0,2024-06,138,589.27
0,2024-06,69,70.42
0,2024-06,128,42.40
0,2024-06,57,68.30
0,2024-06,140,191.41
0,2024-06,130,166.75
0,2024-06,139,89.24
0,2024-07,138,328.95
0,2024-07,57,29.10
0,2024-07,69,231.32
0,2024-07,128,452.20
0,2024-08,57,898.32
0,2024-08,128,427.39
0,2024-08,138,99.57
0,2024-08,130,100.34
0,2024-08,139,23.04
0,2024-09,138,28.58
0,2024-09,139,25.68
0,2024-09,140,168.19
0,2024-09,57,158.91
0,2024-09,143,178.43
0,2024-09,130,170.13
0,2024-10,69,335.13
0,2024-10,57,30.71
0,2024-10,130,133.22
0,2024-10,140,88.85
0,2024-10,138,92.76
0,2024-10,128,142.45
0,2024-11,128,281.39
0,2024-11,143,66.22
0,2024-11,138,71.61
0,2024-11,130,101.97
0,2024-11,139,129.65
0,2024-12,138,112.52
0,2024-12,57,140.73
0,2024-12,139,72.18
0,2024-12,140,146.70
0,2024-12,128,127.74
0,2024-12,69,34.68
0,2024-12,143,60.94
0,2025-01,138,47.71
0,2025-01,139,176.50
0,2025-01,128,99.26
0,2025-01,69,19.15
0,2025-01,143,81.33
0,2025-01,140,110.09
0,2025-02,143,661.90
0,2025-02,138,72.09
0,2025-02,128,135.28
0,2025-02,130,93.75
0,2025-02,140,180.71
0,2025-03,138,43.63
0,2025-03,69,86.01
0,2025-03,130,107.93
0,2025-03,128,83.76
0,2025-04,138,71.01
0,2025-04,140,39.16
0,2025-04,57,97.54
0,2025-04,69,18.49
0,2025-04,128,95.40
0,2025-05,138,25.91
0,2025-05,69,63.24
0,2025-05,140,18.34
0,2025-06,128,18.71
0,2025-06,138,30.48
0,2025-06,69,24.06
0,2025-06,140,15.11
0,2025-06,57,6.13
0,2025-07,128,39.41
0,2025-07,138,44.75
0,2025-07,140,22.30
0,2025-07,69,81.94
0,2025-08,140,43.45
0,2025-08,143,22.19
0,2025-08,69,107.20
0,2025-08,128,9.70
0,2025-09,57,28.04
0,2025-09,138,47.46
0,2025-09,69,36.89
0,2025-10,138,167.77
0,2025-10,143,38.35
0,2025-10,128,6.51
0,2025-11,138,71.84
0,2025-11,140,11.05
0,2025-11,69,46.64
0,2025-11,57,50.14
0,2025-11,128,17.87
0,2025-12,140,64.54
0,2025-12,138,63.33
0,2025-12,128,20.45
0,2025-12,69,15.03
0,2026-01,57,32.70
0,2026-01,69,61.53
0,2026-01,128,12.48
0,2026-01,138,17.93
0,2026-01,140,44.07
0,2026-02,138,59.62
0,2026-02,128,18.87
0,2026-02,143,18.17
0,2026-02,140,6.52
0,2026-03,138,30.52
0,2026-03,128,35.05
0,2026-03,69,37.71
0,2026-03,57,4.60
0,2026-03,140,0.00
0,2026-04,140,33.47
0,2026-04,138,140.03
0,2026-04,128,59.92
0,2026-04,69,15.35
0,2026-05,138,49.88
0,2026-05,128,1.38
0,2026-05,143,50.68
0,2026-05,57,26.22
0,2026-05,69,45.48
0,2026-06,138,12.63
0,2026-06,128,12.90
0,2026-06,140,105.42
0,2026-06,143,32.41
0,2026-06,57,7.55
0,2026-06,69,0.00
1,2025-12,110,16189.46
1,2025-12,186,2864.83
1,2025-12,50,4671.39
1,2025-12,188,10300.36
1,2025-12,105,3078.86
1,2025-12,3,6594.27
1,2025-12,116,3805.25
1,2026-01,110,3275.17
1,2026-01,3,6323.18
1,2026-01,2,4167.97
1,2026-01,51,1596.61
1,2026-01,116,3816.79
1,2026-01,188,5398.66
1,2026-01,1,551.52
1,2026-01,105,2098.42
1,2026-02,188,4979.05
1,2026-02,116,16901.83
1,2026-02,1,1381.10
1,2026-02,105,45.50
1,2026-02,3,12885.54
1,2026-02,51,6553.29
1,2026-04,110,14363.56
1,2026-04,3,6675.07
1,2026-04,187,3059.70
1,2026-04,2,13168.45
1,2026-04,105,11608.88
1,2026-06,3,2274.02
1,2026-06,188,1741.55
1,2026-06,110,1535.51
1,2026-06,50,1420.73
1,2026-06,2,4452.47
1,2026-06,116,6070.68
1,2026-06,51,3700.64
2,2021-07,83,291.31
2,2021-08,76,185.26
2,2021-08,83,0.00
2,2021-09,76,193.67
2,2021-10,83,306.66
2,2021-11,76,197.94
2,2021-12,83,208.73
2,2022-01,83,178.78
2,2022-02,76,204.07
2,2022-03,76,342.75
2,2022-04,83,228.71
2,2022-05,76,10.31
2,2022-05,83,257.28
2,2022-06,76,37.38
2,2022-06,83,204.28
2,2022-07,76,151.19
2,2022-08,83,25.38
2,2022-08,76,121.59
2,2022-09,76,254.80
2,2022-11,76,102.70
2,2022-11,83,66.97
2,2022-12,83,276.43
2,2023-01,83,173.35
2,2023-02,83,184.07
2,2023-03,76,80.50
2,2023-03,83,70.55
2,2023-04,76,99.27
2,2023-05,83,299.63
2,2023-06,83,88.36
2,2023-06,76,22.75
2,2023-07,83,178.27
2,2023-08,76,235.75
2,2023-08,83,0.00
2,2023-09,76,314.84
2,2023-10,76,4.10
2,2023-10,83,142.39
2,2023-11,76,219.26
2,2023-12,76,161.73
2,2024-01,83,90.99
2,2024-01,76,50.60
2,2024-02,83,39.80
2,2024-02,76,123.90
2,2024-03,83,113.17
2,2024-04,83,133.23
2,2024-05,76,215.82
2,2024-06,83,149.46
2,2024-06,76,0.00
2,2024-07,76,98.10
2,2024-07,83,91.31
2,2024-08,83,201.04
2,2024-09,83,138.96
2,2024-10,83,283.16
2,2024-11,76,142.52
2,2024-12,83,183.52
2,2025-01,83,98.17
2,2025-02,76,76.21
2,2025-02,83,14.48
2,2025-03,83,173.96
2,2025-05,76,194.65
2,2025-06,83,146.70
2,2025-07,83,161.94
2,2025-08,76,79.82
2,2025-08,83,86.17
2,2025-09,76,122.62
2,2025-10,76,78.58
2,2025-10,83,104.73
2,2025-11,83,213.92
2,2025-12,83,160.40
2,2026-01,76,98.75
2,2026-01,83,222.40
2,2026-02,76,75.19
2,2026-03,83,125.15
2,2026-04,76,120.85
2,2026-04,83,17.21
2,2026-05,83,143.71
2,2026-06,83,85.58
2,2026-06,76,0.00
3,2023-04,15,188.82
3,2023-04,182,0.00
3,2023-06,182,184.84
3,2023-08,15,32.88
3,2023-08,182,76.25
3,2023-10,15,298.08
3,2023-12,182,15.30
3,2023-12,15,116.14
3,2024-02,15,33.40
3,2024-02,182,49.74
3,2024-04,15,64.82
3,2024-04,182,97.69
3,2024-06,15,227.34
3,2024-08,15,102.23
3,2024-10,15,294.88
4,2024-07,104,1127.90
4,2024-07,170,3590.43
4,2024-07,36,0.00
4,2025-02,104,1957.04
4,2025-02,170,215.71
4,2025-02,36,3328.53
4,2025-10,104,2137.59
4,2025-10,143,3578.14
4,2025-10,170,1778.43
4,2025-12,36,209.83
4,2025-12,104,1632.76
4,2025-12,170,3111.13
4,2025-12,143,0.00
4,2026-01,104,1964.38
4,2026-01,143,289.75
4,2026-01,36,1566.74
4,2026-02,104,2993.51
4,2026-02,170,2547.43
4,2026-04,170,5287.10
4,2026-04,104,3284.59
5,2021-08,19,317.98
5,2021-08,18,505.46
5,2021-08,88,1959.66
5,2021-08,147,2282.68
5,2021-11,88,1988.75
5,2021-11,147,919.27
5,2022-02,18,537.90
5,2022-02,147,1402.98
5,2022-02,88,351.95
5,2022-02,19,385.37
6,2021-07,125,542.72
6,2021-07,121,3793.41
6,2021-07,136,1603.93
6,2021-07,45,3754.44
6,2021-07,69,669.19
6,2021-07,181,9083.14
6,2021-07,104,1526.37
6,2021-07,123,4052.08
6,2021-07,120,1523.36
6,2021-07,42,123.22
6,2021-07,163,766.79
6,2021-09,69,1702.09
6,2021-09,123,5931.82
6,2021-09,121,2426.08
6,2021-09,104,1415.67
6,2021-09,125,4334.17
6,2021-09,181,4225.52
6,2021-09,120,321.88
6,2021-09,42,2091.83
6,2021-09,59,985.72
6,2021-09,136,3587.20
6,2021-09,133,1357.38
6,2021-09,127,2790.63
6,2021-09,115,607.37
6,2021-09,45,893.67
6,2021-11,69,2931.03
6,2021-11,181,972.02
6,2021-11,121,1146.62
6,2021-11,104,3191.89
6,2021-11,120,3971.70
6,2021-11,125,8896.23
6,2021-11,127,6413.60
6,2021-11,136,506.10
6,2021-11,123,2533.03
6,2021-11,42,358.70
6,2021-11,133,1142.25
6,2022-03,133,994.38
6,2022-03,69,2468.19
6,2022-03,120,1358.08
6,2022-03,121,1185.29
6,2022-03,136,2175.48
6,2022-03,59,1204.46
6,2022-03,45,1753.50
6,2022-03,123,3047.52
6,2022-03,104,3307.29
6,2022-03,42,1215.49
6,2022-05,115,2301.88
6,2022-05,104,5721.53
6,2022-05,127,2022.49
6,2022-05,69,5610.54
6,2022-05,45,3340.69
6,2022-05,125,1381.10
6,2022-05,42,1692.31
6,2022-05,120,1508.86
6,2022-05,121,3459.53
6,2022-05,133,2926.33
6,2022-07,69,1271.55
6,2022-07,59,1069.12
6,2022-07,120,3391.64
6,2022-07,123,1471.55
6,2022-07,121,3346.05
6,2022-07,104,1296.58
6,2022-07,127,3009.63
6,2022-07,133,4417.53
6,2022-07,181,4461.21
6,2022-07,136,299.01
6,2022-07,42,1291.58
6,2022-08,123,2366.84
6,2022-08,163,6182.12
6,2022-08,120,6971.24
6,2022-08,69,1418.36
6,2022-08,104,2727.06
6,2022-08,136,1013.17
6,2022-08,181,1061.88
6,2022-08,121,660.28
6,2022-08,42,2505.69
6,2022-08,133,3150.10
6,2022-08,125,2170.87
6,2022-08,45,666.81
6,2022-08,37,1023.04
6,2022-11,69,2160.57
6,2022-11,120,7075.25
6,2022-11,127,1369.29
6,2022-11,104,2943.64
6,2022-11,133,795.75
6,2022-11,121,6085.95
6,2022-11,163,1991.45
6,2022-11,37,3783.56
6,2022-11,136,2041.32
6,2022-11,45,1070.51
6,2022-11,123,2415.54
6,2022-11,181,2900.82
6,2022-11,115,135.49
6,2022-11,125,11384.36
6,2023-01,123,254.69
6,2023-01,69,1142.15
6,2023-01,104,924.52
6,2023-01,127,2040.16
6,2023-01,121,3776.21
6,2023-01,120,1883.57
6,2023-01,133,368.27
6,2023-01,125,755.78
6,2023-01,163,3641.61
6,2023-01,37,229.97
6,2023-01,136,1779.23
6,2023-01,181,2597.42
6,2023-01,42,1368.57
6,2023-01,45,845.22
6,2023-03,104,1444.86
6,2023-03,125,3922.06
6,2023-03,69,480.86
6,2023-03,176,2630.95
6,2023-03,121,2426.87
